reference	ppi_relations	set
7608543	Ig alpha=lg beta; mlg=Ig alpha; mlg=lg beta	Train
7659529	Epo=EpoR	Train
7663514	p53=XPD; p53=XPB; p53=CSB	Train
7665588	p50=p65	Train
7667268	TAFII80=TAFs; TAFII80=TAFII250; TAFII80=TAFII31; TAFII80=TAFII20; TAFII80=TBP; TAFII80=TFIIE alpha; TAFII80=TFIIF alpha; TAFII80=TAFII31; TAFII80=TAFII20; TAFII80=TAFII250; TAFII80=TFIIF alpha; TAFII80=TBP; TAFII80=TFIIE alpha; TAFII80=TFIIE alpha; TAFII80=TFIIF alpha; TATA-binding polypeptide=TBP-associated factors; TAFs 80=31; 31=20; TAFs 80=20	Train
7673174	2=rat hepatic lectins (RHL) 1; 3=2; 3=rat hepatic lectins (RHL) 1	Train
7691810	Shc=Grb2; p52shc=Grb2	Train
7721857	ubiquitin=CDC34; Ub=CDC34; Ub=CDC34; Ub=CDC34	Train
7791785	Sds22p=PP1; Sds22p=PP1	Train
7843230	p50=p65; p50=c-rel; TcR=CD3	Train
7848679	p50=p56	Train
7859290	OBF-1=Oct-1; OBF-1=Oct-2; OBF-1=Oct-1; OBF-1=Oct-2	Train
7862168	Elf-1=c-Rel; Elf-1=p50; Elf-1=HMG-I; Elf-1=HMG-I(Y); Elf-1=NF-kappa B; HMG-I(Y)=NF-kappa B; Ets=NF-kappa B	Train
7901201	thioesterase=H-Ras; Mg2+=H-Ras; palmitoyl-protein thioesterase=H-Ras	Train
7915519	p65=p50; p65=c-rel; p50=c-rel; gp160=NF-kappa B	Train
7916016	palmitoyl-protein thioesterase=Ha-Ras; palmitoyl-protein thioesterase=Ha-Ras; palmitoyl-protein thioesterase=G proteins	Train
7918411	NAIR=AIR carboxylase; NAIR=PurE	Train
7929104	p50=p65; p50=c-Rel	Train
7929355	c-Rel=p65; c-Rel=p65; c-Rel=p65; c-Rel=p65; c-Rel=p65	Train
7929371	Ca2+/calmodulin-dependent protein kinase=cardiac sarcoplasmic reticulum Ca(2+)-ATPase; Ca2+/calmodulin-dependent protein kinase II=Ca(2+)-ATPase of cardiac muscle sarcoplasmic reticulum; CaM kinase=SERCA2; CaM kinase=SERCA2	Train
7957109	I kappa B-alpha=NF-kappa B; I kappa B-alpha=NF-kappa B; I kappa B-alpha=p65; Cbz-Leu-leucinal=m-calpain	Train
7964516	c-Myc=Max; Myc=Max; Myc=Max	Train
7991565	Rab geranylgeranyl transferase=small GTPases; Rab geranylgeranyl transferase=Rab1A; Rab geranylgeranyl transferase=Rab3A; Rab geranylgeranyl transferase=Rab5A; Rab-specific geranylgeranyltransferase=Rab; Rab geranylgeranyltransferase=Rab; Rab escort protein=Rab; Rab geranylgeranyltransferase=Rab escort protein; Rab geranylgeranyltransferase=Rab; Rab escort protein=Rab	Train
8051110	zinc=botulinum neurotoxin serotype G	Train
8062389	big ET-1=ECE-1	Train
8065341	AHR=AHR nuclear translocator; AHR=ARNT; 2,3,7,8-tetrachlorodibenzo-p-dioxin [TCDD]=AHR	Train
8144878	p50=p65; herbimycin A=tyrosine kinase	Train
8164652	p50=p52; p50=p65; p50=cRel; p52=p65; p52=cRel; p65=cRel; p50=p52; p50=p65; p50=cRel; p52=p65; p52=cRel; p65=cRel; p50=p52	Train
8183915	I kappa B gamma-1=p50; I kappa B gamma-2=p50; I kappa B gamma=Rel/NF-kappa B	Train
8196620	c-Rel=p65; p50=p65; p50=p65; c-Rel=p65; c-Rel=p65; c-Rel=p65; c-Rel=p65; c-Rel=TF; p65=TF	Train
8226619	draT=dinitrogenase reductase; draG=dinitrogenase reductase; DRAT=dinitrogenase reductase; DRAG=dinitrogenase reductase	Train
8232542	Mad2p=Bet2p; Bet2p=Ypt1p; Bet2p=Sec4p; Mad2p=Ypt1p; Mad2p=Sec4p; Bet2p=Ypt1p; GGTase-II=Ypt1p; Mad2p=Bet2p; Bet2p=Mad2p; geranylgeranyl pyrophosphate=Bet2p; geranylgeranyl pyrophosphate=Mad2p	Train
8413252	E2F=cyclin A; E2F=retinoblastoma tumor suppressor protein; E2F=pRB; E2F=p107; E2F=cyclin A; E2F=cdk2; p107=cdk2; p107=cyclin A; cyclin A=cdk2; E2F=cyclin A; E2F=cyclin A; E2F=cyclin A; E2F=cyclin A; E2F=cyclin A; E2F=cyclin A; E2F=cyclin A; E2F=cyclin A; E7=E2F; E7=cyclin A; E7=E2F; E7=cyclin A; E7=E2F; E7=cyclin A; E2F=E7; cyclin A=E7	Train
8429920	lovastatin=3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) reductase	Train
8430087	guanine nucleotide regulatory protein gamma 2=transducin; guanine nucleotide regulatory protein gamma 2=rhodopsin; guanosine 5'-[gamma-thio]triphosphate=Gt alpha; GTP=Gt alpha; pertussis toxin=Gt alpha	Train
8468462	c-jun=c-fos; c-Jun=c-Fos	Train
8493578	Elf-1=Rb; Elf-1=Rb; Elf-1=Rb; Elf-1=Rb; Elf-1=retinoblastoma protein; Elf-1=Rb; Rb=Ets	Train
8530384	BOB.1=Oct1; BOB.1=Oct2; BOB.1=Oct1; BOB.1=Oct2	Train
8628258	SNF1=SIP4; SIP4=SNF1; SNF1=SIP4	Train
8652528	beta gamma=alpha	Train
8659928	calcium=Human protein C	Train
8700872	Vascular endothelial growth factor-related protein=Flt4; vascular endothelial growth factor=Flk1; vascular endothelial growth factor=Flt1; Flt4=VEGF-related protein	Train
8706659	PP2A=phosphoopsin	Train
8754855	Ets-1=TFE3; PU.1=Ets-1; PU.1=TFE3	Train
8797708	Tax=HsN3; HsN3=Tax; Tax=p100; Tax=p65; I kappa B alpha=p65; Tax=proteasome; Tax=I kappa B alpha	Train
8798676	Syk=Lck; Lck=Syk; Lck=Zap; Syk=Lck; Lck=Syk	Train
8816454	PTF gamma=TBP; PTF delta=TBP; PTF gamma=delta; PTF=Oct-1; TATA-binding protein=PTF; TFIIIB90=PTF; PTF=TBP	Train
8837778	TRAF6=IRAK; IRAK=IL-1 receptor	Train
8901870	cyclooxygenase-2=NSAID; NSAID=cyclooxygenase-2; NSAID=cyclooxygenase-1; NSAID=COX-2	Train
8905624	FXIII=Fn; FXIIIa=Fbn; Fgn=FXIIIa; Fn=FXIIIa; Tg=Fn; Tg=Fgn; Tg=Fbn; FXIII=Fbn; FXIII=Fgn; FXIII=Fn; FXIIIa=Fgn; FXIIIa=Fbn; FXIIIa=Fn; FXIIIa=Fgn; FXIIIa=Fbn; FXIII=Fbn; FXIII=Fgn; Tg=Fgn; Tg=Fbn; Tg=Fn; FXIIIa=Fn; FXIIIa=Fgn; FXIIIa=Fbn; Tg=Fn; Tg=Fn; FXIIIa=Fgn; FXIIIa=Fbn; FXIII=Fbn; FXIII=Fgn; FXIIIa=Fn; Tg=Fbn; Tg=Fgn; FXIII=Fn; human factor XIII=fibrinogen; human factor XIII=fibrin; human factor XIII=fibronectin; factor XIIIa=fibrinogen; factor XIIIa=fibrin; factor XIIIa=fibronectin; endothelial cell transglutaminase=fibrinogen; endothelial cell transglutaminase=fibrin; endothelial cell transglutaminase=fibronectin; Factor XIII=fibrinogen; Factor XIII=fibrin; Factor XIII=fibronectin; Factor XIIIa=fibrinogen; Factor XIIIa=fibrin; Factor XIIIa=fibronectin; transglutaminase=fibrinogen; transglutaminase=fibrin; transglutaminase=fibronectin; FXIII=Fbn; FXIII=Fgn; FXIII=Fn	Train
8910345	Farnesyltransferase=p21(ras)	Train
8943311	rat hepatic lectins (RHL) 1=2; 2=3; rat hepatic lectins (RHL) 1=3; HHL1=HHL2	Train
8943321	Spt3p=TATA-binding protein; Mot1p=TBP	Train
8990121	Vav=Zap-70; Vav=Vap-1; Vav=Slp-76	Train
9018153	RFX1=MIBP1	Train
9032232	adenylyl cyclase=Ras; Ras=adenylyl cyclase; Ras=adenylyl cyclase; adenylyl cyclase=adenylyl cyclase-associated protein; adenylyl cyclase-associated protein=adenylyl cyclase; adenylyl cyclase=CAP; CAP=adenylyl cyclase; adenylyl cyclase=CAP; adenylyl cyclase=CAP	Train
9105043	actin=tropomyosin	Train
9111020	protein kinase A=eNOS	Train
9111040	NOTCH1=RBP-Jkappa; NOTCH1=RBP-Jkappa; NOTCH1=RBP-Jkappa	Train
9115440	Max=Mad; Max=Mxi1; Max=Myc	Train
9129143	rhombotin-2=retinoblastoma-binding protein 2; RBTN2=retinoblastoma-binding protein 2; RBTN2=RBP2; RBTN2=RBP2; RBTN2=RBP2; RBTN2=RBP2; RBP2=RBTN2; RBTN2=RBP2; RBTN2=RBP2; RBTN2=RBP2	Train
9133417	Jak3=CD40; Jak3=CD40	Train
9139698	MUC1=beta-catenin; DF3=beta-catenin; DF3=gamma-catenin; beta-catenin=DF3; DF3=beta-catenin; beta-catenin=DF3; adenomatous polyposis coli gene product=beta-catenin; E-cadherin=beta-catenin	Train
9162034	B956=farnesyl transferase; B957=farnesyl transferase	Train
9177217	CIITA=RFX5; RFX5=CIITA; RFX5=CIITA; CIITA=RFX5	Train
9192873	Cyclin E=CDK2; cyclin=CDK; cyclin=CDK; cyclin E=CDK2; CDK2=cyclin E; cyclin E=CDK2; cyclin E=CDK2; cyclin E=CDK2; cyclin E=CDK2; cyclin E=CDK2; CDK2=cyclin E; cyclin E=p27Kip1; CDK2=p27Kip1; cyclin E=p27; CDK2=p27; cyclin E=p27; CDK2=p27; cyclin E=p27; CDK2=p27; p27=cyclin E; p27=CDK2; CDK=p27; cyclin E=p27; CDK2=p27; cyclin E=p27; CDK2=p27	Train
9192902	SRC-1=oestrogen receptor; lipophilic hormones=nuclear-receptor; retinoids=nuclear-receptor; vitamins=nuclear-receptor; TIF-2=nuclear receptors; CBP=nuclear receptors; RIP-140=nuclear receptors; TIF-1=nuclear receptors; TRIP-1=nuclear receptors; RIP-140=nuclear receptors; SRC-1=nuclear receptors; CBP=nuclear receptors; SRC-1=nuclear receptors; p160=nuclear receptors	Train
9199305	Sp1=Egr-1; IL-2Rbeta=IL-2; IL-2Rbeta=IL-15; Sp1=Egr-1	Train
9199898	p65=p50	Train
9211847	BOB.1=Oct2; BOB.1=Oct1	Train
9214382_7	Ran=Ran binding protein 1; Ran=RanBP2; Ran=RanBP1; Ran=importin-beta; Ran=importin-beta; Ran=RanBP1; Ran=importin-beta; Ran=RanBP1; importin-beta=RanGTP	Train
9233623	RP1=APC	Train
9265649_58	tubulin=C; tubulin=E; C=E; C=D; D=E; C=E; tubulin=C; tubulin=D; tubulin=E; cofactor E=alpha-tubulin; FEalpha=FDbeta; FEalpha=FDbeta; cofactor D=beta-tubulin; cofactor D=beta-tubulin; D=alpha-tubulin; E=alpha-tubulin; cofactor D=beta-tubulin; FDbeta=FEalpha; D=E; D=beta-tubulin; E=beta-tubulin; FEalpha=FDbeta	Train
9315095	FTI-277=farnesyltransferase; GGTI-286=geranylgeranyltransferase I	Train
9317131	p50=p65; p50=relB	Train
9334334	Chip=Apterous	Train
9341193	tax=Sp1; tax=NGFI-A; Tax=Sp1; Tax=NGFI-A; Tax=Egr-1; Tax=NGFI-A	Train
9353267	Rad52=Rad51	Train
9380700	Spectrin=dynactin; ankyrin=dynactin; actin=betaI spectrin; spectrin=AnkG119; ankyrin=spectrin	Train
9388475	mNFATc=AP-1	Train
9398404	STAT5A=STAT5B; STAT5A=STAT5B; STAT3=STAT5	Train
9414129	c-Rel=p50; c-Rel=p65	Train
9442023	CaMKIIPase=CaMKII; cAMP-dependent protein kinase=alpha-casein; cAMP-dependent protein kinase=myelin basic protein; cAMP-dependent protein kinase=histones; cAMP-dependent protein kinase=phosphorylase kinase; phosphorylase kinase=phosphorylase a; CaMKII=CaMKII; CaMKIIPase=CaMKII; CaMKIIPase=CaMKII; CaMKIIPase=CaMKII	Train
9442374	p65=I kappa B alpha; c-Rel=I kappa B alpha; c-Rel=I kappa B beta; p65=I kappa B beta; I kappa B alpha=p65; I kappa B beta=p65	Train
9464836	CD40=CD40L	Train
9472046_57	CAS=Crk; CAS=Crk	Train
9490735_27	ABP-280=TF; ABP-280=TF; TF=ABP-280	Train
9616112	BMAL1=CLOCK; BMAL1=CLOCK; CLOCK=BMAL1	Train
9632764	OCA-B=Oct-1; OCA-B=PC4	Train
9642256	PRMT1=TIS21; PRMT3=GAR; PRMT1=rmt1; PRMT3=rmt1; PRMT3=rmt1	Train
9649503	XSMC3=XSMC1; Smc3p=Smc1p; XSMC1=XSMC3	Train
9651577	CRY1=phytochrome A; CRY1=phytochrome A	Train
9657698	transducin=beta gamma; transducin=Galpha; beta gamma=Galpha; pertussis toxin=transducin-alpha; GTPgammaS=Talpha; beta1 gamma1S74L=Goalpha; beta1 gamma1S74L=adenylyl cyclase; beta1 gamma2=Goalpha; beta1 gamma2=adenylyl cyclase	Train
9657743	Crkl=STAT5	Train
9659924	IRF1=ATF2; NF-kappa B=IRF1; NF-kappa B=ATF2; c-Jun=HMG I(Y); IRF1=HMG I(Y); NF-kappa B=HMG I(Y)	Train
9660765	ZFM1=EWS; ZFM1=EWS; EWS=ZFM1; ZFM1=EWS; hTAFII68=ZFM1; TLS=ZFM1; EWS=RNA polymerase II; hTAFII68=RNA polymerase II; ZFM1=EWS; ZFM1=TLS; ZFM1=hTAFII68	Train
9663467	Thrombopoietin=c-Mpl	Train
9692672	p21Ras=GTP; farnesyltransferase=p21Ras	Train
9707608	TNFRI=TRAF2; TNFRI=TRADD; TNFRI=RIP; TNFRI=IkappaB alpha; TNFRII=TRAF1; TNFRII=TRAF2; TNFRI=TRADD; TNFR=TRAF1; TNFR=TRAF2	Train
9722600	Tax=INK4A	Train
9755872	2A=perilipin; PP1=perilipin	Train
9773983	p160s=CREB-binding protein; p160s=p300 and CBP-associated factor; CREB-binding protein=p300 and CBP-associated factor	Train
9790970	UCH-L3=NEDD8; UCH-L3=ubiquitin	Train
9812988	IkappaBbeta=retinoid X receptor; Bcl3=RXR; Bcl3=RXR; IkappaBbeta=RXR; Bcl3=TFIIB; Bcl3=TBP; Bcl3=TFIIA	Train
9819382	GATA3=TAL1; GATA3=LMO; TAL1=LMO; LIM-only=GATA3; TAL1=GATA3; LMO=GATA3; TAL1=GATA3	Train
9832424	IRS-2=phosphatidylinositol 3-kinase; IRS-2=Grb2; Grb2=IRS-2; Grb2=IRS-2; wortmannin=PI 3-K; LY294002=PI 3-K	Train
9843958	sec61beta=apoB100	Train
9858547	KSR=14-3-3; KSR=mitogen-activated protein kinase; KSR=14-3-3; mitogen-activated protein kinase=KSR; MAPK=KSR; MAPK=KSR	Train
9858618	class II transactivator=CREB binding protein; CIITA=CBP; CIITA=CREB binding protein	Train
9875237	Ca2+/calmodulin-dependent protein kinase kinase alpha=Ca2+/calmodulin-dependent protein kinases I; Ca2+/calmodulin-dependent protein kinase kinase alpha=IV; Ca2+/calmodulin-dependent protein kinase phosphatase=Ca2+/calmodulin-dependent protein kinase II; Ca2+/calmodulin-dependent protein kinase phosphatase=Ca2+/calmodulin-dependent protein kinases I; Ca2+/calmodulin-dependent protein kinase phosphatase=IV	Train
9878548	osteoclast differentiation factor=RANK; osteoclastogenesis-inhibitory factor=Osteoclast differentiation factor; ODF=ODFR; ODF=RANK	Train
9949196	FUT4=asialo-fetuin; FUT8=asialo-fetuin; alpha1,6-fucosyltransferase=asialo-fetuin; beta-galactosidase=asialo-fetuin	Train
9971736_30	FEZ1=PKCzeta; PKCzeta=nucleolin	Train
10048324	BCCP=BirA; BCCP=biotin carboxylase; BCCP=acetyl-CoA carboxylase; BCCP=transcarboxylase; biotin=BCCP; biotin=BCCP; biotin=acetyl-CoA carboxylase	Devel
10096561	CD40=CD40L	Devel
10225955_54	l-afadin=nectin; AF-6=neurexin; AF-6=Eph receptor tyrosine kinase	Devel
10229231	Fas=FasL; Fas=FasL	Devel
10387016	NSF=SNAPs; NSF=SNAP receptors; Sec18p=Sec17p; Sec18p=alpha-SNAP; Sec18p=SNARE	Devel
10395652	TLR2=CD14; TLR2=IRAK; LPS=CD14; LPS=TLR2; CD14=LPS; TLR2=IRAK	Devel
10395671	CD40=CD40 ligand	Devel
10402173	RelA=NFkappaB1; NF-kappaB1=RelA	Devel
10409763	latent membrane protein 1=TRADD; LMP1=TRADD; LMP1=TRADD; LMP1=receptor-interacting protein; LMP1=RIP; RIP=LMP1; latent membrane protein 1=RIP; TRADD=tumor necrosis factor receptor	Devel
10444591	RbAp48=histone; RbAp46=histone; Sin3=histone deacetylase; HDAC1=HDAC2; HDAC2=RbAp48; HDAC1=RbAp48; HDAC1=RbAp46; HDAC2=RbAp46; RbAp48=RbAp46; metastasis-associated protein 1=methyl-CpG-binding domain-containing protein; MTA2=histone deacetylase; MBD2=NuRD	Devel
10702794	HePTP=ERK2; HePTP=p38 MAP-kinases; HePTP=ERK; HePTP=ERK2; ERK2=HePTP; ERK2=HePTP; HePTP=ERK2; ERK2=HePTP; ERK2=HePTP; HePTP=ERK2; HePTP=ERK2	Devel
10704443_5	Emp24p=Erv25p; Emp24p=Erp1p; Emp24p=Erp2p; Erv25p=Erp1p; Erv25p=Erp2p; Erp1p=Erp2p	Devel
10748112	histone deacetylases=histone; HDAC8=histone; histone deacetylase=histone	Devel
10800694	T alpha=GDP; T beta gamma=T alpha; transducin=rhodopsin; R*=T alpha; R*=T beta gamma; transducin=rhodopsin	Devel
10958785	Kuzbanian=ephrin-A2; Eph receptor=ephrin-A2	Devel
10982844	Jak=STAT1; CBP=STAT1; Jak1=STAT1	Devel
11032757	cdk 2=retinoblastoma protein; cdk 4=retinoblastoma protein; cyclin=cyclin-dependent kinase; cdk 2=pRb; cdk 4=pRb	Devel
11057907	Ubc13=Uev1A; Ubc13=Uev1A	Devel
11073998	TAP=p15; TAP=nucleoporins; p15=nucleoporin; p15=TAP; p15=NXF2; p15=NXF3	Devel
11248038	HSP17=malate dehydrogenase	Devel
11274389	retinol-binding protein=retinoid; II=retinoid; CRBP I=retinoid; type II=retinoid; retinol-binding protein resembling type I=retinoid; CRBP III=retinoid; CRBP III=all-trans-retinol; CRBP I=retinol; II=retinol; CRBP III=retinol	Devel
11278251	Smurf1=transforming growth factor-beta type I receptor; Smurf1=Smad7; transforming growth factor-beta type I receptor=Smad7; Smad7=TGF-beta type I receptor; Smurf1=Smads; Smurf1=Smad7; Smurf1=TbetaR-I; Smurf1=Smad7; Smad7=TbetaR-I	Devel
11405640	Rpd3p=Sin3p; Sds3p=Rpd3p; Sds3p=Sin3p; Sin3p=Rpd3p; Rpd3p=Sin3p	Devel
11461910	mSel-10=Notch 1; mSel-10=Notch 1; mSel-10=Notch; proteasome=mSel-10	Devel
11559360	lipoate protein ligase=P64K; dihydrolipoyl dehydrogenase=dihydrolipoyl acyltransferase	Devel
11694501	protein-tyrosine phosphatase 1B=JAK2; protein-tyrosine phosphatase 1B=TYK2; PTP1B=TYK2; PTP1B=JAK2; PTP1B=insulin receptor; PTP1B=JAK2; PTP1B=TYK2; PTP1B=JAK2	Devel
11959841	KAP-1=SETDB1; SETDB1=histone H3; SETDB1=H3; SETDB1=H3; SETDB1=histone H3; HP1=histone H3; KAP-1=histone; SETDB1=histone H3	Devel
11959842	HDAC1=mSin3B; E2F=HDAC1; HDAC1=mSin3B; E2F=HDAC1; mSin3B=HDAC1	Devel
12024017	ArgR=Mcm1; ArgR=Mcm1	Devel
12093729	CRAM=CRMP; plexinA1=Fes; Fes=PlexA1; Fes/Fps=CRMP; Fes/Fps=CRAM; Fes=PlexA1; Fes=CRAM; Fes=CRMP2; PlexA1=Fes; CRAM=CRMP	Devel
12101228	von Hippel-Lindau tumor suppressor protein=hypoxia-inducible factor; von Hippel-Lindau tumor suppressor protein=alpha subunits of hypoxia-inducible factor; VHL=HIF-alpha; VHL=HIF-alpha; VHL=HIF-alpha	Devel
12167593	WWP2=epithelial Na(+) channel; Nedd4=epithelial Na(+) channel; WWP2=ENaC; Nedd4-2=ENaC; WWP2=ENaC	Devel
12208845	methyltransferase=Histone H4; methyltransferase=H4; methyltransferase=H4; PR-Set7=H4; PR-Set7=H4; PR-Set7=H4	Devel
12208882	Mac-1=junctional adhesion molecule 3; Mac-1=JAM-3; Mac-1=JAM-3; JAM-3=p150.95; Mac-1=JAM-3	Devel
12223469	EphB1=Grb7; Grb7=EphB1; Grb7=EphB1; EphB1=Grb7; EphB1=ephrinB1; EphB1=Grb7; EphB1=Grb7; EphB1=Grb7; EphB1=Grb7	Devel
12226657	MMS2=UBC13; RAD18=RAD6; RAD5=MMS2; RAD5=UBC13; UBC9=proliferating cell nuclear antigen; RAD6=PCNA; RAD18=PCNA; UBC9=PCNA; MMS2=PCNA; UBC13=PCNA; RAD5=PCNA	Devel
12231510	FRAP=CLIP-170; mTOR/RAFT=CLIP-170; FRAP=CLIP-170; FRAP=CLIP-170	Devel
12234931	Dab2=AP-2; Dab2=phosphoinositides; Dab2=clathrin; phosphoinositides=Dab2; Disabled-2=LDL-receptor; Dab2=AP-2; Dab2=clathrin	Devel
12369018	POMT1=alpha-dystroglycan	Devel
12399160	4-methyl pyrazole=ADH	Devel
12486103	IKK=IkappaBalpha	Devel
12538644	pVHL=hypoxia-inducible factor (HIF) 1; pVHL=2	Devel
12554878	Smg5/7a=Upf1; Smg1=Upf1; hSmg5/7a=Upf1; hSmg5/7a=Upf2; hSmg5/7a=Upf3X; hSmg5/7a=Smg1; hSmg5/7a=protein phosphatase 2A	Devel
12593796	c-Cbl=hSpry2; hSpry2=c-Cbl; hSpry2=c-Cbl; hSpry2=c-Cbl; c-Cbl=hSpry2; hSpry2=c-Cbl	Devel
12644454	ubiquitin=Npl4; Npl4=ubiquitin	Devel
12679040	SUMO E1=CtBP; E2=CtBP; Ubc9=CtBP; Pc2=CtBP; CtBP=PcG bodies; CtBP=PcG bodies; Ubc9=PcG bodies; E2=CtBP; E2=CtBP	Devel
12748279	JAK2=PTP-1B; JAK2=STAT3; JAK2=STAT5; PTP-1B=JAK2; PTP-1B=JAK2	Devel
12897057	CLOCK=BMAL1; BMAL1=CLOCK; BMAL1=CLOCK	Devel
14523005	Aft1p=Pse1p; Aft1p=Pse1p	Devel
14585973	Keap1=Nrf2; Keap1=Nrf2; Keap1=Nrf2; proteosome=Nrf2	Devel
14699049	POMT1=POMT2	Devel
14707132	PAK1=OSR1; OSR1=PAK1; OSR1=PAK	Devel
14966532_14	Lefty1=Cripto; Lefty1=Cripto; Cripto=Lefty; Lefty1=Cripto; Lefty1 precursor=Cripto; Sqt=ActRIIB; Sqt=Alk4; Sqt=Cripto	Devel
14973287	HtrA1=Bmp4; HtrA1=Gdf5; HtrA1=Tgfbetas; HtrA1=activin; HtrA1=Tgfbeta	Devel
14992727	Menin=trithorax; Menin=histone methyltransferase; menin=histone methyltransferase; menin=trithorax; menin=MLL2; menin=Ash2L; menin=Set1; MLL2=Ash2L; menin=histone methyltransferase; menin=RNA polymerase II; menin=histone	Devel
15107829	Suv39h=Smads; Smad5=suppressor of variegation 3-9 homolog 2; Smad5=Suv39h; Smad=Suv39h; Smad=Suv; Suv39h=histone H3	Devel
15134439	G protein beta gamma=phosducin; G protein beta gamma=phosducin-like protein; betagamma=Phosducin; betagamma=phosducin-like protein; Gbetagamma=Pdc; Pdc=Gbetagamma; Pdc=Gbetagamma; PhLP=Gbetagamma; Pdc=Gbeta(1)gamma(2); Pdc=Gbetagamma	Devel
15142525	B7-1=CTLA-4; B7-2=CTLA-4; liCTLA-4=TcRzeta; liCTLA-4=TcRzeta	Devel
15150273	Menin=Smads; Menin=Runx2; Menin=Smad1; Menin=Runx2; Menin=Smad3; menin=Runx2; Menin=5	Devel
15159550	Hsp90=glucocorticoid receptor; FK506-binding protein 52=FK506; FKBP52=heat-shock protein 90	Devel
15225555	MKK2=MPK4; MKK2=MPK6	Devel
15282304	RIZ1=SRC1; RIZ1=p300; RIZ1=H3; RIZ1=histone H3; ER=estrogen	Devel
15294024_41	HIP=Shh	Devel
15314162	Skp2=Smad4; Smad4=Skp2	Devel
15362974	SAPK3=SAKS1; SAPK4=SAKS1; JNK=SAKS1; SAPK2a=SAKS1; SAPK2b=SAKS1; ERK (extracellular-signal-regulated kinase) 2=SAKS1; SAKS1=ubiquitin; SAKS1=VCP; SAKS1=VCP; SAKS1=VCP; PNGase=VCP; PNGase=SAKS1; SAKS1=VCP; SAKS1=PNGase	Devel
15620648	NOD2=RIP2; NOD2=RIP2; NOD2=NEMO	Devel
15673720_22	hMSH2=hMSH6; hMYH=hMutSalpha	Devel
15689518	PLP=L-serine dehydratase; PLP=hSDH; PLP=hSDH; rSDH=PLP-OMS	Devel
15824097	mind bomb=Delta; Mib1=Delta; Mib2=Delta; Mib2=XD	Devel
15829515	Neuralized=Delta; Mind bomb=Delta; D-mib=Serrate; D-mib=Delta; Neuralized=Delta; Neuralized=Serrate; D-mib=Delta; D-mib=Serrate	Devel
15893728	YAP=p73; YAP=p73; p300=p73	Devel
15962011	Cbl=CIN85; Cbl=receptor tyrosine kinases; CIN85=endophilins; Cbl=CIN85; Cbl=endophilins; Cbl=Sprouty2; Sprouty2=CIN85; Cbl=CIN85; CIN85=Sprouty2; Sprouty2=Cbl; Cbl=CIN85; Sprouty2=CIN85	Devel
16093323	Notch=Delta; Notch=Serrate; Serrate=Neuralized; Neuralized=Delta; Neuralized=Serrate; mib1=Delta; mind bomb=Delta	Devel
16100378_25	5S rRNA=60S; 60S=5S rRNA; L11=60S; L5=5S rRNA; L5=Rrs1p; L11=Rrs1p; Rrs1p=L5; Rrs1p=L11; L5=L11; L11=L5	Devel
16115877	Rip1=Traf2; Rip1=TLR3; Rip1=Traf6; Rip1=Tak1; Traf2=Rip1	Devel
16252010	p75=NRIF; TRAF6=NRIF; TRAF6=NRIF; p75=NRIF; TRAF6=NRIF; TRAF6=NRIF; TRAF6=NRIF; TRAF6=NRIF; NRIF=TRAF6; traf6=NRIF	Devel
16278047	hFBX25=Skp1; hFBX25=Cul1; hFBX25=Skp1	Devel
1628823	hsp70=HSF; HSF=hsp70; HSF=hsp70; HSF=hsp70	Devel
16401342	SCF ubiquitin ligases=p27; SCF ubiquitin ligases=cyclin E; Csn5=cullin; Cop9 Signalosome=cullin	Devel
16407834	Pix=Pak; Cool=Pak; betaPix=Cbl; betaPix=Cbl; betaPix=Pak1; Pak1=betaPix; Cbl=betaPix; Cbl=betaPix; Cdc42=betaPix	Devel
16531995	ubiquitin specific protease 1=PCNA; USP1=PCNA	Devel
16537444	Imatinib=c-Abl	Devel
16546083	DNA polymerase zeta=Rev1; Polzeta=Rev1; Polzeta=Rev1; Polzeta=Rev1; Polzeta=Rev1; Rad18=PCNA; Rad6=PCNA; REV3=REV7; Rev1=Polzeta; Rad6=Rad18	Devel
16547521	KLHL12=Cullin-3; KLHL12=Dishevelled; Cullin-3=Dishevelled; Dishevelled=Cullin-3 ubiquitin ligase complex; Broad Complex=Tramtrack; Tramtrack=Bric a Brac; Bric a Brac=Kelch-like 12; Broad Complex=Kelch-like 12; Broad Complex=Bric a Brac; Tramtrack=Kelch-like 12; Dishevelled=Broad Complex; Dishevelled=Tramtrack; Dishevelled=Bric a Brac; Dishevelled=Kelch-like 12; Cullin-3 ubiquitin ligase complex=Dishevelled	Devel
16628230	dAPP-BP1=APPL; APP-BP1=beta-amyloid precursor protein; dAPP-BP1=APP-like protein; APPL=dAPP-BP1	Devel
16682010	WHISTLE=histone; WHISTLE=H3K4; WHISTLE=H3K27; WHISTLE=histones; WHISTLE=H3K4; WHISTLE=H3K27	Devel
16720433	ART2=P2X7; ART2=P2X7	Devel
16732293	GASC1=histone H3; H3K9me3=HP1; me2=HP1; histone H3=HP1; H3K9me3=GASC1; GASC1=H3K9me3; GASC1=me2; GASC1=histone	Devel
